,poetry,text
242,3136) گر نبودی او مُسَبَّح ، بطنِ نُون / حَبس و زندانش بُدی تا یُبعَثون,اگر حضرت یونس (ع) در شکمِ ماهی نیایش حق را نمی گفت . تا روزِ رستاخیز در شکمِ او زندانی می شد .
243,3137) او به تسبیح از تنِ ماهی بِجَست / چیست تسبیح ؟ آیتِ روزِ اَلَست,حضرت یونس (ع) بواسطۀ نیایش حق از شکمِ ماهی بیرون آمد . نیایش حق چیست ؟ مسلماََ نشانه ای از روزِ اَلَست .
244,3138) گر فراموشت شد آن تسبیحِ جان / بشنو این تسبیح هایِ ماهیان,اگر نیایش روح را فراموش کرده ای ، پس نیایش ماهی ها را گوش کن .
245,3139) هر که دید الله را ، اَلّلهی است / هر که دید آن بحر را ، آن ماهی است,هر کس که خدا را مشاهده کند . او فردی الهی است و هر کس که دریا را ببیند ، او ماهی است . 
246,3140) این جهان دریاست و تن ، ماهیّ و روح / یونسِ محجوب از نورِ صَبوح,این دنیا در مَثَل مانند دریا و جسم مانند ماهی و روح مانند یونس است که از نورِ سپیده دَم محروم و محتجب است .
247,3141) گر مُسَبَّح باشد از ماهی ، رهید / ور نَه در وَی هضم گشت و ناپدید,اگر یونسِ روح به نیایش و ستایش حق بپردازد از ماهی جسم به سلامت می رهد . در غیر اینصورت در درونِ این جسم ، تباه و هلاک می گردد .
248,3142) ماهیانِ جان ، در این دریا پُرند / تو نمی بینی به گِردت می پَرند ؟,ماهیانِ روح یعنی عارفان در دریای این جهان فراوان اند . آیا نمی بینی که پیرامونِ تو به پرواز درآمده اند ؟
249,3143) بر تو خود را می زنند آن ماهیان / چشم بگشا ، تا ببینی شان عیان,آن ماهیان ، خود را به تو می زنند . دیدگانت را باز کُن تا آنها را آشکارا مشاهده کنی .
250,3044) ماهیان را گر نمی بینی پدید / گوشِ تو تسبیحشان آخر شنید,اگر تو این ماهیان را اشکارا نمی بینی . گوشهایت که نیایش آنها را می شنود .
251,3045) صبر کردن ، جانِ تسبیحاتِ توست / صبر کن ، کآنست تسبیحِ دُرُست,شکیبایی کردن تو ، روح و جوهرِ نیایش های توست . شکیبا باش که شکیبایی ، نیایش راست و صحیحی است .
252,3046) هیچ تسبیحی ندارد آن دَرَج / صبر کن ، اَلصَّبر مِفتاحُ الفَرَج,هیچ تسبیح و نیایشی مقام صبر را ندارد . تو صبر کن که صبر ، کلیدِ رستگاری است .
253,3047) صبر چون پولِ صِراط آن سو ، بهشت / هست با هر خوب ، یک لالایِ زشت,صبر همانند پلِ صراط است و بهشت آن سوی پل قرار دارد . زیرا با هر زیبا رویی ، یک لَلۀ زشت همراه است .
254,3048) تا ز لالا می گریزی ، وصل نیست / ز آنکه لالا را ز شاهد ، فصل نیست,تا وقتی که از لَله فرار می کنی نمی توانی به وصال برسی . زیرا لله از زیبارو جدا نمی شود
255,3049) تو چه دانی ذوقِ صبر ، ای شیشه دل ؟ / خاصه صبر از بهرِ آن صبرِ چِگِل,ای نازک دل ، تو چه می دانی که صب چه مزه ای دارد ؟ به ویژه صبر بر آن زیباروی حقیقیِ جهان باشد .
256,3050) مرد را ذوقِ غزا و کرّ و فَر / مر مُخَنَث را بُوَد ذوق از ذَکر,مرد دلاور از جنگ و تاخت و تاز لذت می برد و شخصِ مردنَما از آلتِ تناسلی مردان .
257,3051) جز ذَکر نه دینِ او و ، ذِکرِ او / سویِ اَسفل بُرد او را فکرِ او,این مردنَما ، دین و آیینی ندارد جز آلتِ تناسلی ، اندیشۀ پَستِ او ، او را به مراتبِ پست فرود می آورد .
258,3052) گر برآید تا فلک ، از وَی مَترس / کو به عشقِ سُفل آموزید درس,اگر این مردنمای فرومایه در مَثَل به افلاک سربکشد . باز هم نباید از او بترسی . زیرا او از عشق های پست درس آموخته است .
259,3053) او به سویِ سُفل می رانَد فَرَس / گر چه سویِ عُلو جُنباند جَرَس,این نامرد هر چند صدای ادعاهای یاوه اش در همه جا بلند شده ، ولی در واقع به سوی پستی ها می تازد .
260,3054) از عَلَم های گدایان ترس چیست ؟ / کآن عَلَم ها لقمۀ نان را رهی است,از پرچم های افراختۀ گدایان چرا باید ترسید ؟ یعنی آن پرچم ها ترسی ندارد . زیرا پرچم ها وسیله ای برای نان خوردن و گدایی کردن است .
261,نیست اقلیم سخن را بهتر از من پادشاه  /درجهان ملک سخن راندن مسلم شد مرا,برای سرزمین سخن ، حکمران و پادشاهی بهتر از من وجود ندارد و من سرامد شاعران هستم و در جهان  پادشاهی سخن گفتن و شعر گفتن فقط بنام من ثبت شده است و دیگران از زیردستان من هستند
262,مریم بکر معنی را منم روح القدس   /  عالم ذکر معالی را منم فرمان روا,همانطورکه  جبرئیل ،حضرت مریم را که دست نخورده بود بارور نمود من نیز می توانم معانی نو ودست نخورده را در عالم علم بارور کنم و اگر بتوان برای یادکرد شرافت ها و بزرگی ، دنیائی تجسم نمود من بر این دنیا فرمانروائی میکنم  
263,شه طغان عقل را نائب منم نعم الوکیل/ نو عروس فضل را صاحب منم نعم الفتی,من بهترین کارگزار و نماینده ، برای پادشاه عقل هستم و من بهترین صاحب و داماد برای نو عروس علم و دانش هستم
264,درع حکمت پوشم و بی ترس گویم کالقتال/خوان فکرت سازم و بی بخل گویم کالصلا,من زره علم و دانش می پوشم و در میدان علم و ادب بدون هیچ ترس و وحشتی مبارز می طلبم. من سفره اندیشه خود را می گسترانم و بدون هیچ گونه خساست و لئیمی ،دیگران را دعوت به استفاده از آن می نمایم
265,نکته دوشیزه من حرز روحست از صفت/خاطر آبستن من نور عقل است از صفا,نکته ها و مطالب فکر من حکم دعائی برای آرامش روح دارند و روح را تسلی می بخشند و فکر بارور من به خاطر پاکی و زلالی ،حکم نوری دارد که رهنمای عقل است و عقل را هدایت میکند
266,رشک نظم من خورد حسان ثابت را جگر/ دست نثر من زند سحبان وائل را قفا,حسان ثابت که خود یکی از شاعران معروف عرب است به اشعار من حسادت می ورزد و نثر من آنقدر بالاتر از نثر سحبان وائل که خود یکی از خطبای عرب میباشد که پس گردنی به نثر او می زند
267,عقد نظامان سحر از من ستاند واسطه/قلب ضرابان شعر از من پذیرد کیمیا,شعر من به خاطر مفهوم و معنی مانند رشته پیوند شعر شاعرانی است که آنها را جادوگران شعر می نامند و شعر تقلبی  دیگران از شعر من کیمیا می پذیرد  و مشهور می شوند و ارزش پیدا میکنند
268,هرکجا نعلی بیندازد براق طبع من   / آسمان زو تیغ بران سازد از بهر قضا, طبع و سرشت من مانند اسبی است که از هر کجا عبور کند  جای پای او در زمین نقش می افتد  و اشعار من مانند جای پای اسب در همه مکانها دیده می شود . و آسمان از شعر من برای قضا و قدر شمشیری می سازد تا با آن به دیگران حمله کند
269,پیشکار حرص را بر من نبینی دست رس /  تا شهنشاه قناعت شد مرا فرمانروا, حرص و طمع در نظر من بی ارزش است و نمی تواند بر من تسط داشته باشد زیرا در نظر من قناعت بسیار ارزشمند تر است و من انسان قانعی هستم
270,من زمین چون سایه و آیات من گرد زمین  /   آفتاب آسا رود منزل به منزل جابجا, من مانند سایه زمین گیر هستم و در شروان مانده ام ، اما اشعار و نشانه های در اطراف زمین مانند خورشید سیر میکند و با عین اینکه من تاکنون مسافرت نکرده ام اما اشعار من در تمان جهان مشهور است
271,این از آن پرسان  که آخر نام این فرزانه کیست /وآن بدین گویان که گوئی جای این ساحر کجا, ساحر خود خاقانی است که مانند ساحر است و که شاعران جادوگر اند
272,ترش و شیرین است قدح و مدح من با اهل عصر/ از عنب می پخته سازند وز حصرم توتیا, نکوهش و سرزنش من با مردمان روزگار ترش است و ستایش و تمجید من از مردمان روزگار شیرین ، همانطور که از انگور شراب پخته درست می کنند واز غوره و انگوره نارس داروی چشم درد درست میکنند
273,هم عمارت ، هم زبان دارم کلید گنج عرش /وین دو دعوی را دلیلست از حدیث مصطفی, من درمیان شاعران دارای عمارت هستم و زبان من مانند کلیدی است برای گنجهای خداوند که در زیر عرش پنهان شده است و زبان ما شاعران می تواند اسرار خداوند را بیان کند و تنها دلیل برای ادعای من حدیث نبوی است
274,من قرین گنج و اینها خاک بیزان هوس   / من چراغ عقل و اینها روز کوران هوا, من گنجینه شعر را تصاحب کرده ام ودر شاعری به کمال رسیده ام اما دیگر شاعران از روی هوا و هوس و بیهوده به خود زخمت میدهند و شعر می سرایند  مانند کسانی که بیهوده و برای سرگرمی خاک را الک میکنند. من مانند چراغی برای راهنمائی و هدایت عقل هستم در حالی دیگر شاعران فاقد بصیرت هستند و به خاطر هوا و هوس کور هستند
275,دشمنند این ذهن و فطنت را حریفان حسد /منکرند این سحر و معجز را رفیقان ریا, رفیقان حسود دشمن فکر و هوشیاری من هستند و تحمل افکار مرا ندارندو رفیقان ریاکار نیز اشعار مرا که مانند سحر و جادو است را قبول ندارند
276,حسن یوسف را حسد بردند مشتی ناسپاس   / قول احمد را خطا گفتند جوقی ناسزا, همانطور که یک عده انسان بی ارزش چون برادارن حضرت یوسف به زیبائی او حسادت کردند شاعران بی ارزش و ناسپاس نیز بر حسادت می ورزند و باعث درد و رنج من می شوند و همانطور که عده ای انسان نا لایق گفتار حضرت محمد و قرآن کریم را گفتاری اشتباه تلقی کردند ،شاعران ورقیبان من نیز سخنان مرا بی ارزش می دانند
277,من همی در هند معنی راست همچون آدم/ وین خران درچین صورت کوژ چون مردم گیاه, من در آوردن معنی و حقیقت مطلب مانند هندوستان که نماد عالم معنی است آنقدر تبحر دارم که به عنوان نماد معنی لقب گرفته ام و مثل  آدم وجودی حقیقی دارم و مانند درخت مردم گیاه فقط به ظاهر ؛آدم هستند وموجودی غیر واقعی بیش نیستند
278,من عزیزم مصر حرمت را و این نامحرمان /غر زنان برزند و غرچکان روستا, من حکم  عزیز مصر دارم در شهر احترام  اما این شاعران منافق و نا محرم چیزی جز نابکاران و فاسدان و نامردان یک روستای بی ارزش بیش  نیستند
279,گر مرا دشمن شدند این قوم معزورند از آنک /من سهیلم کامدم بر موت اولاد الزنا, اگر شاعران و رقیبان ،دشمن من هستند برای دشمنی خود بهانه ای صحیح  دارند زیرا من در برابر آنها مثل ستاره سهیل هستم که اگر بر کرم شب تاب بتابم آن را نابود میکنم 
280,جرعه خوار ساغر فکر منند از تشنگی /   ریزه چین سفره راز منند از ناشتا  , این شاعران که به تعمیم خود ، خودشان را شاعر نامیده اندآنها مانند تشنه ای هستند که از پیاله شعر من اندکی می نوشند و مانند گرسنه ای از سفره شعر من اندکی استفاده میکنند
281,خویشتن هم نام خاقانی شمارند از سخن  /   بارگین را ابر نیسانی شناسند از سخا, این شاعران نام خاقانی را با نام خاقانی در یک ردیف ودر کنار یکدیگر می بینند در حالیکه این شاعران  مثل مرداب و گندابی بد بو و بی ارزش هستند  و من خاقانی چون ابر بهاری بسیار بخشنده هستم
282,نی همه یک رنگ دارد در نیستانها ولیک  / از یکی نی قند خیزد وز دگر نی بوریا, نی در نیزار همه دارای یک رنگ و یک شکل است اما با یکی می توان شکر درست کرد و بایکی هم حصیر ساخته می شود 
283,دانم از اهل سخن هر که این فصاحت بشنود   /   در میان منکر افتد خاطرش یعنی خطا, من می دانم کسانی که سخن شناس هستند اگر فصاحت کلام مرا بشنوند فکر و خاطر آنها ، کلام مرا انکار می کند ودر زشتی و ناروائی فرو می رود و دچار خطا می شود
284,گوید این خاقانی دریا مثابت خود منم  /  خانمش خاقانی اما از میان افتاده قا, شاعران خود را  خاقانی مثل دریا می دانند . من آنها را خاقانی می نامم اما آنها خاقانی بدون قا هستند و مثل یک چشمه بیش نیستند و به  دریا مشابهتی ندارند
285,با اینکه سخن به لطف آب است / کم گفتن هر سخن صواب است,  با اینکه سخن گفتن مانند آب پاک است و پرفایده، اما کم حرف زدن بهتر است.
286, آب ارچه همه زلال خیزد / از خوردن پر، ملال خیزد,  اگرچه آب پاکیزه و زلال است و منافع بسیاری دارد اما اگر در خوردن آن زیاده روی کنیم، باعث ناراحتی جسم ما می شود.
287, کم گوی و گزیده گوی چون در / تا زاندک تو جهان شود پر,   کم سخن بگو اما همین کم را هم سخنان خوب بگو. سخنانی ناب همچون دُر و گوهر. تا اینکه تمام جهان را سخنان ارزشمند تو فرا بگیرد.
288, لاف از سخن چو در توان زد /آن خشت بود که پر توان زد,   به سخن کوتاهی که همچون در باارزش است، می توان افتخار کرد اما سخن بسیار همچون خشت زدن است که ارزشی ندارد.
289, یک دسته گل دماغ پرور / از خرمن صد گیاه، بهتر,   یک دسته گل خوش عطر و بو، بهتر از صد گیاهی است که روی هم انباشته شده اند.
290, کی ذره ها پیدا شود/ بی شعشعه ی شمس الضحی,   تابش نورخورشید و انعکاس آن از ذره ها دیدن ذرات را ممکن میسازد توانایی بشری هم بی تابش نور الهی (بهره بردن از کائنات )ظاهر نمی گردد.
291, بی عصمت تو کی رود/ شیطان به لا حول ولا,   اگر پرده پوشی تونبود ابلیس به یگانگی تو ایمان نمی آورد 
292,   بی تو کجا جنبد رگی/ دردست و پای پارسا, بی تو رگی بربدن انسان پرهیزگار نمی جنبد دستور تو نباشد خورشید غروب نمیکند
293,    در سنگ سقایی نهی /در برق میرنده وفا, بعداز مرگ زنده میکنی چنانچه بعد از خواب بیدارمان میکنی از سنگ چشمه جریان پیدامیکند و از رعدوبرق زمین بارور میشود
294,    زان سیلشان کی واخرد /جز مشتری هل اتی, سیاهی شب عقل و هوش را میبرد اگر شفاعت امیرالمومنین نباشد دوباره هشیاری را به دست نمی آورند .
295,    وی کوفته هرسو دهل /کای جان حیران الصلا, توعصاره ی روح کل و جزئی که باغ و گل را پوشش حمایت میدهی و ددر هر سو جانهایی (ارواحی )را که به حیرت (مقامی در عرفان )رفته اند به سوی خود میخوانی .
296,    آنکم دهد فهم ِبیا /گوید که پیش من بیا, دیگران مرا فریب می دهند که چیزی به نفع خود از ما بستانند آن کسی که فهم و شعور داده تا سیر و سلوک بیاموزم مرا به سوی خود میخواهد بی چشم داشتی .
297,    آنکت دهد طال بقا /او را سزد طال بقا, در هر زمینه ای استعداد داری باید در آن مسیر حرکت کنی جاودانگی مال کسی است که عمر طولانی به بنده اش داده است .
298,    هم اوت  آرد در دعا /هم او دهد مزد دعا , شادی و غم را خدا میدهد و اوست که به تو دعا کردن میاموزد و دعای تورا اجابت میکند .
299,    زآب تو چرخی می زنم/ مانند چرخ آسیا , اطاعت میکنم ای منشا کرم و سخا .ازرونقی که تو به زندگیم دادی انگونه به رقص می آیم که شبیه گردش چرخشهای آسیاب است
300,    کاستون قوت ماست او/ یا کسب و کار نانبا , آسیاب نمیداند برای چه میچرخد برای تهیه ی روزی ما ؟یا برای رونق کسب و کار نانوا ولی میچرخد .
301,    تاگوید اوکه گفتِ او/ هرگز بننماید قفا, ساکت باش که این سخنان را باید کسی بگوید که حرفهایش عواقبی نداشته باشد .
302,می دان که دود ِگولخن/ هرگز نیاید بر سما,.هر چقدر که میخواهی ستیزه جویی کن صدای فریاد تو مانند دود گلخن است و هرگز به آسمان نمی رسد
303,کزدود آورد آسمان/ چندان لطیفی و ضیا,اگرهم به آسمان رسید آنجا را تیره نمی کند زیرا لطافت آسمان نتیجه ی گازهایی است که در انفجار بزرگ(مه بانگ )ایجاد شده است .
304,با نقش گرمابه مکن /این جمله چالیش و غزا,که با نقش تقوی (شستشوی درون )مبارزه نکن و از تشبیه آه و فغان آنها به دود گلخن بهتر است به معنی دوبیت در یکجا نیز بپردازیم .
305,ور دامن اورا کشی /هم برتو تنگ آید قبا ,هرچه با عنایت الهی مخالفت کنی چون خودت نیز از این رحمت سود میبری به زیان خودت خواهد بود و اگر میدان را برما تنگ کنی خودت در تنگنا میفتی .
306, بس برطپیدند و نشد /درما ن نبود الا رضا ,قبل از تو بودند کسانیکه همین را را رفتند و بالاخره تسلیم رضای حق شدند وصبر پیشه کردند پس باید پذیرفت آنچه را که مقدر است و صبر کرد .
307,جان گفت  ای نادی / ِخوش اهلا و سهلا مرحبا ,جان مخاطب ِمنبع الهام است که ترا میخوانم دوباره سوی  من آی (گویی مدتی غفلت کرده است )که جان و روح مولانه پاسخ میدهد خوش آمدی سلام
308,یک بار دیگر بانگ زن / تا برپرم بر هل اتی,.به روی چشمم(گوش به فرمانم و اطاعت میکنم چون تورا باور دارم )اگر یک بار دیگر مرا بخوانی تا جایگاه و مرتبه ی امیر المومنین پرواز میکنم 
309,"آخر کجا می خوانیم / گفتا :""برون از جان و جا """,ای مهمانی که وجودت کیمیاست مرا به کجا میخوانی؟گفت به جایی که از روح و مکان فراتراست
310,دل برغریبی می نهی /ای کی بود شرط وفا,.تو روحی هستی که برآگاهی روح من میفزایی زیرا ما هردو ازیک اصل هستیم حالا به دنیای مادی دل میبندی ؟این شرط وفاست .
311,آن گنده پیر کابلی /صدسحر کردت از دغا ,.از اصل، آواره شدن خوشآیند توشده و جایگاه واقعی خود را فراموش کرده اسیر حیله وجادوی پیرزال بدبوی کابلی (کنایه از وابستگی های دنیوی )شدی .
312,چون برنمیگردد سرت / چون دل نمی جوشد ترا ,ما به قافله ای پوینده که بسوی مرحله ی موعود (وصل حق )می رود پیوستیم چرا سربرنمیگردانی ؟چون دلت در راه حق به جوش و خروش نیفتاده است .
313,ای بس رفیق و هم نفس/ آنجا نشسته گوش ما,فریاد قافله سالارو زنگ کاروان هایی را که ازعقب و جلو در حرکتند گوش ما نمی شنود زیرا سرگرم کسانی هستیم که با ما زیر یک سقف زندگی می کنند
314,نعره زنان در گوش ما/ که سوی شاه آ ای گدا , عده ای در گوشه ای که ما نشستیم هستند (همراهان)همه مست آگاهی و سرخوش از آن ومن بیهوش هستم و از نظر آگاهی عرفانی کم بضاعت .آنها فریاد میزنند درگوش من که ای گدا سوی خدا بیا .
315,ای عیسی پنهان شده / بر طارم مینا بیا ,.ای روشنایی دیده (مایه ی بصیرت )به سوی من بیا  
316,یعقوب مسکین پیر شد / ای یوسف برنا بیا,دلم زمانی چون کمانی تیراندازی میکرد اکنون مانند تیر میخواهد از تن به بیرون پرتاب شود و تن کمان شده
317,گاوی خدایی میکند / از سینه ی سینا بیا ,.ای موسی عمران تقدسی چندین برابر کوه سینا در سینه ی تو است مردم نادان شخصیت هایی را پرستش می کنند که خودشان آن را ساختند مانند گوساله ی سامری ،از میانه کوه بیرون بیا .
318,در گور تن تنگ آمدم / ای جان ِبا پهنا بیا ,زرد رنگ و مانند چنگ خم شدم از گورتن به تنگ امدم ای جانی که گستره ی آگاهی تو زیاد است(جان با پهنا ) بیا .
319,زان طره ی اندر همت / ای سرّ ارسلنا بیا ,چشم محمد از تو اشکبارشده و به شادی دنیوی پشت کرده در طریق طلب تو
320,ای دیده ی بینا به حق / ای سینه ی دانا بیا,خورشید فقط انعکاسی از تو هست زیرا تو از اولیاالله پیشی گرفتی
321,دل داده ام دیراست من / تاجان دهم جانا بیا,توجانی و جان و روح مردم مانند تن ترا در خود پوشانده تن بدون جان نمی ارزد برای جان دادن دیراست زیرا من دلم را باختم .
322,اول تو ای دردا برو / وآخر تو درمانا بیا ,ازوقتی دلم را در اختیار گرفتی جان به حدی از آگاهی رسیده که اکنون وقت بهره برداری است تو که هم دردی هم درمان .آن صورت از تو که درد مندم میکند باید برود تا مایه درمانم گردی .
323,دی بردلش تیری بزن / دی برسرش خارابیا,.چرخ حیله گر اجازه نداد تامن قدر تورا بدانم (این اتفاق در گذشته افتاده )پس گذشته را نابود کن
324,کس نیست شاها محرمت / در قرب او ادنی بیا,:بااین پیروزی بزرگی(اشراق ) که بدست آوردی جایگاه تو به ذات احدیت نزدیکترین مرتبه است .در این بیت مولانا اجازه عروج میخواهد تا در وعده گاه حاضرشود .
325,تبریز چون عرش مکین / از مسجد اقصی بیا,جانم خدمتگزار توست از شکوه تو تبریز عرش با منزلتی شده از مسجد الاقصی به تبریز بیا ،همانطور که به مسجدالقصی رفتی به اینجا هم بیا .
326,نی دلق صد پاره کشان / چیزی بده درویش را ,.نشان درویش کوی تو جز جان و زبانی حق گو نیست لباس پاره گواه درویشی اهل حقیقت نیست
327,خارازتو نسرین میشود / چیزی بده درویش را,اگر بت بت پرست در بت ترا جستجو کند کفراو دین اوست .خار (انسان تابع عقل خشک )با یافتن تو گل (عارف با توجه به شکفتگی آن )میشود .
328,خودرا بگو تو چیستی / چیزی بده درویش را,عرفان دریای بی انتهایی است پراز ماهی های چموش عارف باید ماهیگیری باشد صبورکه قلاب به دریای عرفان نهاده است بزرگترین این هاهی ها اشراق است .
329,تو محتشم او محتشم / چیزی بده درویش را,زیاد به خود نه اندیش جان را در نیستی انداز یار ما زیرا دوپادشاه در یک اقلیم نمی گنجند 
330,افتاده در غرقابه ای  / تا خود که داند آشنا,ای رهروان راه عشق امروز ماو شما در گرداب بلا(اوضاع آشفته ) افتادیم تا چه کسی به شنا کردن دراین گرداب آشنا باشد  .
331,مرغان آبی را چه غم / تا غم خورد مرغ هوا,اگر دنیارا سیل بگیرد باموجهای عظیم (کوهان شتررا به موج تشبیه کرده است ) مرغان آبزی غصه ای ندارند این مرغان هواهستند که باید به خود بیندیشند
332,زان سان که ماهی را بود / دریا و طوفان جان فزا ,می خواهد لباس عیاری برتن کند و در اوضاع آشفته ای بوجود آمده باکمک حضرت موسی (اعجاز)عارفان (یاران ) را نجات دهد و در آب (آگاهی)غوطه ورشود .
333,ای موسی عمران بیا / بر آب دریا زن عصا,می خواهد لباس عیاری برتن کند و در اوضاع آشفته ای بوجود آمده باکمک حضرت موسی (اعجاز)عارفان (یاران ) را نجات دهد و در آب (آگاهی)غوطه ورشود .
334,سودای آن ساقی مرا  / باقی همه آنِ شما,شرایط حاکم (اوضاع فعلی )در هرسری اندیشه ای می پروراند(از اوضاع حاکم هر کس میخواهد به نحوی سود برد ) اندیشه ی ساقی (راهی که خدا پیش رویم نهاده  )برای من کافیست غیر آن همه مال شما .
335,امروز می در میدهد  / تا بر کند از ما قبا ,.دیروز ساقی از سرمستان کلاه برداشت (براندیشه ی آنان مسلط شد )امروز مرامست می آگاهی میکند تا قبا (لباس روحانیت ) از تن بد آورم
336,خواهی سوی مستیم کش / خواهی ببر سوی فنا,هرجا باشم تو بامنی چون بینایی من هستی اگرمیخواهی مستم کن یا مرا سوی فنا (مرتبه ای در عرفان معادل نیروانا در بودائیسم )ببر
337,گر برده ایم انگورتو / تو برده ای انبان ما ,ای باغبان (کنایه اززندگی )ازچه رودردست و پای ما پیچیده ای اگر ماازتوانگور  (آگاهی نارس)بریم تو هرچه اندوختیم ازما می گیری .
338,زان جامه ها بدریده ای / ای کُربُزِ لعلین قبا,ای عارف تو پوینده ای کم نظیر هستی زیرا خلاف حرکت سایرین میروی وتو این پیغام را گرفتی و به این جهت در مرتبه بالایی قرارداری .
339,"ک""ای هرکه خواهد نردبان / تاجان سپارد در بلا",.آنهایی که قبلا به عرفان رسیده اند و درجات تعالی را تا آسمان طی کرده اند به عرفا هی می زنند و میگویند باید دراین راه خطرها را بپذیرید زیرا راه عشق پربلاست .
340,از شیشه ی گلابگرچون روح / از آن جام سما,برخیز ای روح ازتن بیرون تراوش کن همانطور که عطر و بوی عرقیات از شیشه ای که هیچ شکافی ندارد به بیرون می تراود همانطور که روح از جام آسمان تراوش کرد .
341,بودیم ما همچون شما / ما روح گشتیم الصلا,شما مورد قبول و مبارک هستید با صورتی شکفته .من نیزچون شمابودم تا زمانیکه مرا خواند و ازتن رهیدم و روح گشتم .
342,مارا نمی خواهد مگر / خواهم شمارا بی شما,آینه ساز آهن را می خرد و آن را صیقل میدهد(مانند زیر بم دنیا که انسان را می سازد)  طوریکه  از آن جرقه می جهد تا تبدیل شود به آینه یعنی آینه سازصورت خورا در آهن صیقل یافته ببیند(دنیا هستی مطلق را در آینه وجود شما می بیند ) چون خدا که باید خود را در شما ببیند و آنوقت یکی میشوید باحق .یعنی شما هستید و شما نیستید
343,بی حرف و صوت و رنگ و بو/ بی شمس کی تابد ضیا,مولانا از منبع الهام خود میخواهد که اسرار اولیا الله را برای او بازگو کند.
344,ای پاک تر از جان و جا /آخر کجا بودی ؟کجا,.ای متجلی کننده ی عشق در دل عشاق از آنکه ما به او دل باختیم (آگاه کننده ی دلها )خبرداری چمن اسراری از تو دردل دارد و باعث شکوفایی باغ ها میگردی (تجلی عرفان در دل عارفان )اوضاع مساعد است و خوش یمن به کمک عشاق خدا بیایید تورا که پاکتر از روح و مکان آن (تن)هستی می جویم
345,پیراهن یوسف بود / یا خود روان مصطفی,.بوی خوشی که مانند بوی پیراهن یوسف موجب بینایی(بصیرت)و یا چون بعثت حضرت محمد پیام آور اسلام است
346, به نام چاشنی بخش زبان ها / حلاوت سنج معنی در بیان ها,به نام خدایی که بردن نامش، سخن را شیرین می کند و معیار دلنشین بودن یک سخن، بردن نام اوست. 
347, بلند آن سر که او خواهد بلندش / نژند آن دل که او خواهد نژندش,هرکه را بخواهد عزت و اقتدار می بخشد و هرکه را بخواهد خوار و ذلیل می کند.
348,درِ نابستۀ احسان گشاده‌ست / به هر کس آنچه می‌بایست داده ست,خداوند همیشه درهای احسان و نیکی به بندگانش را باز گذاشته (یعنی لطف خدا دائمی است) و به هرکس آنچه را که شایسته اوست، می بخشد.
349,به ترتیبی نهاده وضع عالم / که نی یک موی باشد بیش و نی کم, خداوند چنان بادقت و منظم عالم را آفریده که محال است حتی به اندازه یک موی کوچک، چیزی سر جای خودش نباشد. 
350,اگر لطفش قرین حال گردد / همه اِدبارها اِقبال گردد, اگر لطف خدا شامل حال بنده ای شود، همه بدبختی هایش به خوشبختی مبدل می گردد.
351, وگر توفیق ِ او یک سو نهد پای / نه از تدبیر کار آید نه از رای, اگر توفیق انجام کاری را از انسان بگیرد، نه از چاره اندیشی های انسان مشکل حل می شود نه از فکر و اندیشه اش کاری برمی آید.
352, خرد را گر نبخشد روشنایی / بماند تا ابد در تیره رایی, اگر خداوند به عقل انسان روشنایی (علم) ندهد، تا ابد در تاریکی جهل و کج اندیشی باقی خواهد ماند.
353,کمال عقل آن باشد در این راه / که گوید نیستم از هیچ آگاه, وقتی عقل انسان کامل میشود که بداند از هیچ چیز آگاه نیست و بگوید: نمی دانم.
354,به نام خداوند جان و خرد / کَزین برتر اندیشه، بر نگذرد,  به نام خداوندی که جان و عقل و خرد را آفرید، همه چیز را آغاز می کنیم. چرا که در انجام هرکار اندیشه ای جز آوردن نام خدا از ذهن نمی گذرد.
355,خرد رهنمای و خرد دلگشای / خرد، دست گیرد به هردو سَرای,  دانایی، راهنمای انسان و نشاط دهنده ذات انسان است. عقل و خرد، انسان را هم در دنیا و هم در آخرت کمک می کند.
356,به دانش گرای و بدو شو بلند / چو خواهی که از بد نیابی گَزند,  به علم و دانش متمایل شو و از آن کمک بگیر تا رشد کنی. اگر می خواهی از بدخواهان آسیبی به تو نرسد
357,ز نادان، بنالد دل سنگ و کوه / اَزیرا ندارد بَرِ کس، شُکوه,   از انسان نادان حتی سنگ ها و کوه ها و تمام آفریده های خدا ناله می کنند! به همین دلیل انسان نادان پیش کسی ارزش و اعتبار ندارد.
358,توانا بوَد، هر که دانا بوَد / ز دانش دل پیر، بُرنا بود,   هرکسی که علم و دانش داشته باشد، تواناست و با علم و دانش دل های پیر، جوان و بانشاط می شوند.
359,فضلِ خدای را، که تواند شمار کرد؟‌ / یا کیست آن که شُکر یکی از هزار کرد؟,   چه کسی می تواند بخشش بی نهایت خداوند را بشمارد؟
360,ابر، آب داد بیخ درختان مرده را/ شاخ برهنه، پیرهن نوبهار کرد,   ابرها (با اجازه خدا) تا ریشه درختان مرده را آبیاری می کنند و بار دیگر درختان خشک زمستانی را سرسبز کرده و لباس فصل بهار را که پر از گل و شکوفه است، بر تن آنها می پوشاند.
