poetry,text
ای مُعافِ یَفعلُ الله ما یَشا / بی مُحابا رَو ، زبان را برگشا,ای که به حکم آیه « خدا کُند هر چه خواهد » از هر گونه کیفر و عذاب معاف شده ای . اینک برو و بی هیچ ملاحظه ای زبان خود را بگشا و هر چه می خواهی بگو . [ مصراع اوّل اشاره است به قسمتی از آیه 27 سوره ابراهیم « خدا هر چه خواهد کُند » ]
گفت : ای موسی از آن بگذشته ام / من کنون در خونِ دل آغشته ام,چوپان به حضرت موسی (ع) گفت : من از عالمِ جذبۀ الهی و مرتبۀ بیخویشی گذشته ام . و اینک به خون دل آغشته شده ام یعنی به مرتبۀ فناء فی الله رسیده ام و شهید عشق الهی ام .
من ز سِدرۀ منتهی بگذشته ام / صد هزاران ساله زآن سو رفته ام,من از مقام سدرة المنتهی نیز گذشته ام و صدها هزار سال در آن جانب گام نهاده ام . [ سدرة المنتهی = سدره به معنی درخت کُنار ، و منتهی به معنی محلِ انتها و یا خودِ انتهاست . در قرآن کریم ، سورۀ نجم ، آیه 14 ، آمده است . « عِندَ سِدرَةُ المنتهی » « نزد سدرة المنتهی » . مفسرین قرآن کریم در اینکه منظور از سدرة المنتهی چیست ، بحث های فراوان کرده اند . از آن جمله زمخشری در تفسیر خود این درخت را چنین وصف می کند . « این درخت در آسمان هفتم جای دارد و به قدری بزرگ و پهناور است و سایه وسیع دارد که ، اگر شخصی سواره هفتاد سال در زیر سایه آن برود باز آن سایه پایان نمی گیرد » ( کشاف ، ج 4 ، ص 421 ) . و روایات بسیاری در این باب وجود دارد . باز گفته اند : درختی است در عالی ترین مرتبۀ بهشت که علوم اولین و آخرین بدان رسد . و این درخت همان مقامی است که جبرییل در شب معراج  رسول الله ، وقتی بدان رسید از همراهی آن حضرت باز ایستاد و گفت : اگر سرانگشتی بدان نزدیک شوم بسوزم . ( کشاف اصطلاحات الفنون ، ج 1 ، ص 728 ) . اما عرفا و صوفیه عقیده دارند که نباید آن درخت را با دید ظاهر تفسیر کرد . بلکه این تعبیر جنبۀ مجازی دارد و منظور از آن نهایتِ درجۀ مقامِ روحانی سالک است که بدان در می آید . توضیح بیشتر در بارۀ سدرة المنتهی در شرح بیت 1066 دفتر اول آمده است . ]
تازیانه بر زدی ، اسبم بگشت / گُنبدی کرد و ز گردون بر گذشت,ای موسی بر اسب من تازیانه ای زدی که بر اثرِ آن اَسبم جهید و از فلک گذشت . یعنی عتاب تو همچون تازیانه ای بود که بُراقِ همّتِ مرا به سوی لاهوت دوانید . [ گنبدی کردن = جهیدن ]
مَحرَمِ ناسوتِ ما ، لاهوت باد / آفرین بر دست و بر بازوت باد,امید که لاهوت ، مَحرم و مصاحب ناسوت باشد . زهی بر دست و بازویت ای موسی . [ ناسوت = در لغت به معنی انسانی طبع ، مردمی خو و انیانیت است . ( فرهنگ نفیسی ، ج 5 ، ص 3644 ) و در اصطلاح حکما و عرفا ، دنیا و عالم مُلک و یکی از حضرات خَمس می باشد / لاهوت = در لغت به معنی الهی . و در اصطلاح حکما و عرفا ، اعلی درجۀ مقام الهی است و یکی از حضرات خَمس است . حضرات خَمس = شرح بیت 2862 دفتر اول ] منظور بیت : انشاءالله حق تعالی با اسماء و صفات خود در وجودِ آدمیِ ما تجلّی کند و هستی مجازی ما را بسوزاند و در ذاتِ خود فانی سازد . که به این مرتبه ، مقام فنا گویند . به گفتۀ صوفیان ، جمیع شطحیات و طامات در این مرتبه از عارف سر می زند .
حالِ من اکنون برون از گفتن است / این چه می گویم ، نه احوالِ من است,حال من اکنون به گفت درنمی آید و این حال که اینک از آن سخن می گویم . حال حقیقی من نیست . [ هر آنچه که اینک بیان می کنم به اندازۀ ظرفیت افهام و عقول مردم است . و اِلّا حالِ من در حقیقت چیز دیگری است که در بیان نمی گنجد . ( شرح مثنوی ولی محمد اکبرآبادی ، دفتر دوم ، ص 166 ) ]
نقش می بینی که در آیینه ای است / نقشِ توست ، آن نقشِ آن آیینه نیست,برای مثال ، تو در یک آیینه ، عکس خود را می بینی . مسلماََ آن عکس و تصویر به تو تعلّق دارد و از آن آیینه نیست . [ یعنی نقشی که از یک شیء در آینه منعکس می شود . غیر از حقیقتِ آن شیء است . چنانکه حالِ ظاهرِ من ، غیر از حالِ باطن من است . وقتی حال ظاهر من اینگونه باشد . ببین حال باطن من چیست ؟ ]
دَم که مَردِ نایی اَندر نای کرد / در خورِ نای است ؟ نه ، در خوردِ مَرد,مثلا آیا آن نفسی که نوازنده نی ، در نی می دمد به نی تعلق دارد ؟ مسلماََ به نی تعلق ندارد بلکه از کامِ نوازنده نی برمی آید . [ با دو بیت ذیل ، توهم اینکه مولانا می خواهد چوپان را بر حضرت موسی (ع) برتری دهد مرتفع می شود . ( شرح مثنوی ولی محمد اکبرآبادی ، دفتر دوم ، ص 166 ) ]
هان و هان ، گر حمد گویی ، گر سپاس / همچو نافرجام آن چوپان شناس,بهوش باش ، بهوش باش ، اگر به درگاه الهی حمد و سپاسی بجا می آوری . آن را مانند حمد و سپاس ناسزاوار و نارسای آن چوپان بدان . [ نافرجام = در اینجا باید به صورت حذف مضاعف معنی کرد . یعنی حمدِ نافرجام ( شرح مثنوی ولی محمد اکبرآبادی ، دفتر دوم ، ص 166 ) پس نباید به طاعات و عبادات خود مغرور شد و خود را کامل فرض کرد . ]
حمدِ تو نسبت بدان گر بهترست / لیک آن نسبت به حق هم اَبترست,حمد و ستایش تو اگر چه نسبت به حمد و ستایش آن چوپان برتر و بهتر است ولی همین حمد و ستایش تو نیز نسبت به مقام کبریایی حق ، ناقص و نارساست .
چند گویی ؟ چون غِطا برداشتند / کین نبوده ست آنکه می پنداشتند,چقدر از خودت تعریف می کنی ؟ یعنی دائماََ می گویی منم که این همه طاعت و عبادت کرده ام و این همه اذکار و اوراد خوانده ام . تهجّد داشته ام و نوافل بجا آورده ام و … روزِ رستاخیز که پرده از میان بردارند . همگان درخواهند یافت که حقیقت این نبوده که در دنیا گمان می کرده اند . یعنی مقبول شدن عبادات تو بواسطۀ رحمت الهی است نه از سزاوار بودن عبادات تو . [ مصراع اوّل اشاره است به آیه 22 سوره ق که در شرح بیت 1690 دفتر اوّل آمده است ]
این قبولِ ذِکرِ تو از رحمت است / چون نمازِ مُستَحاضه رُخصت است,اینکه اذکار و عبادات تو مورد قبول حق قرار می گیرد از لیاقت تو نیست بلکه از رحمت واسعۀ الهی است . مانند نماز زنی که دچار بیماری استحاضه شده ، صرفاََ جنبۀ رخصتِ شرعی دارد . [  مستحاضه = زنی را گویند که حتی پس از پایان عادت ماهانه ، از او خون بیاید . ( آنتدراج ، ج 6 ، ص 3975 ) حکم شرعی زنِ مستحاضه با زنِ حائض ( زنی که بطور طبیعی دوره عادت را طی می کند ) فرق دارد از آن جمله در انجام تکالیف عبادی و شرعی . بر زنِ حائض ، نماز و روزه و طوافِ خانۀ خدا و مَسِ قرآن کریم و … حرام است . در حالیکه برای زنِ مستحاضه با رعایت غسل های مخصوص استحاضه بلا اشکال است . / رخصت = در لغت به معنی آسانی و سهولت است و در اصطلاحِ علمای علم اصول ، مقابل عزیمت است و در تعریف آن اختلاف است از آن جمله گفته اند : رخصت به معنی تغییر حکم از سختی به آسانی است به واسطۀ عذری که در میان باشد . ( کشاف اصطلاحات الفنون ، ج 1 ، ص 560 ) بنابراین زن مستحاضه با وجود عدم طهارت و رویت خون نمازش جایز است و مسلماََ جایز بودن نماز او به اعتبار طهارت او نیست بلکه به اعتبار این است که شارع حکیم بر او حکم طهارت را آسان گرفته است . ] مولانا ، تمثیل زن مستحاضه را بدین خاطر ذکر کرده تا به آدمی بفهماند که نباید به طاعات و عبادات خود مغرور شود . چه این ستایش ها و ثناها هیچکدام در خورِ مقامِ کبریایی حضرت حق نیست . و اگر حق تعالی این عبادات را می پذیرد به خاطر فضل و کرمِ واسع اوست نه شایستگی این عبادات . دو اصطلاح رخصت و مستحاضه که در کُتبِ فقه و اصول تداول دارد در بیت بعد به برداشتی عارفانه می انجامد .
با نمازِ او بیالوده ست خون / ذکرِ تو آلودۀ تشبیه و چون,همانگونه که نماز زنِ مستحاضه آلوده به خون است . ذکر تو نیز آلوده به تشبیه و چون و چراست . [ تو نیز نسبت به حق تعالی دچار تصورات و اوهامی ، و پیشِ خود صورت هایی از او نقش می کنی و مثلا می گویی : خدا چگونه است ؟ نامحدود بودن او چطور است ؟ ازل و ابد چگونه است ؟ و از اینگونه تصورات واهی که مانند خونِ زنِ مستحاضه ، طاعات را می آلاید . ]
خون پلیدست و به آبی می رود / لیک باطن را نجاست ها بُوَد,تازه باید به این نکته هم دقّت کنی . درست است که خون نجس و ناپاک است . ولی با آب پاک می شود . در حالیکه پلیدی باطن مانند وساوس شیطانی و اخلاق ذمیمه را نمی توان با آب پاک کرد .
کان به غیرِ آبِ لطفِ کردگار / کم نگردد از درونِ مردِ کار,زیرا که پلیدی و آلودگی باطن انسان را که خود ، عامل آن بوده تنها لطفِ حضرت حق پاک می کند . آن پلیدی ها به واسطۀ الطاف الهی از وجود انسان کاسته و برکنده می شود .
در سُجودت کاش رُو گردانیی / معنیِ سُبحانَ رَبّی دانیی,ای کاش در سجده ات رو بر می گرداندی و معنی سُبحانَ رَبّی الاَعلی را می دانستی . یعنی ای کاش در سجده و جمیع عباداتت تأمّل می کردی و حقیقتِ تنزیه ذاتِ اقدس الهی را می دانستی .
کای سُجودم ، چُون وجودم ناسزا / مر بَدی را تو نِکویی دِه جزا,و ای کاش می گفتی : پروردگارا سجدۀ من مانند وجودم نالایق و ناشایسته است و در خورِ مقامِ تو نیست . حقیقت این است که تو خود بدی را به نیکی جزا دِه .
این زمین از حِلمِ حق دارد اثر / تا نجاست بُرد و گُل ها داد بَر,زمین را ببین که از حلم و بردباری خدا نشانی دارد . چنانکه ناپاکی و نجاست را می بَرد و در عوض گُل هایی می رویاند . [ خداوند نیز اگر به اعمال ناچیز ما که در نظرِ کوتهِ ما بسی عظیم می آید پاداش می دهد فقط بدین جهت است که با وجه رحمانیتش با ما رفتار کرده است . واِلّا اگر به عدالت خود با ما عمل می کرد جز خسران چیزی عایدِ ما نمی شد . بیتِ فوق که بر وجه تمثیل آمده بیانگر مضمونِ آیاتی است که می گوید خداوند سیّات را به حسنات تبدیل می فرماید . ]
تا بپوشد او پلیدی هایِ ما / در عوض بر روید از وَی غنچه ها,تا اینکه ناپاکی های ما را بپوشاند و در عوض از آن ، غنچه هایی نمایان سازد .
پس چو کافر دید کو در داد و جود / کمتر و بی مایه تر از خاک بود,همینکه کافر می بیند که در بخشش و سخاوت از خاک هم کمتر است . [ این بیت و بیت بعد شرط است و بیت 1807 جواب شرط است ]
از وجودِ او گُل و میوه نَرُست / جز فَسادِ جمله پاکی ها نَجُست,و از وجود او گُل و میوه ای نروید و جز تباهی و آلایش همۀ پاکی ها چیزی را دنبال نکرد .
گفت : واپس رفته ام من در ذَهاب / حَسرَتا یا لَیتَنی کُنتُ تُراب,در این حال می گوید : من سیرِ قهقرایی کرده ام . وای بر من ، ای کاش ، خاک می بودم . [ مصراع دوم اشاره است به آیه 40 سورۀ نَبَأ « روزی که آدمی ببیند آنچه دستانش پیش فرستاده و کافر گوید : کاشکی من خاک بودمی » ]
کاش از خاکی سفر نگزیدمی / همچو خاکی دانه یی می چیدمی,ای کاش از مرتبۀ خاک بودن در نمی گذشتم . و همچون خاک ، دانه ای در دلِ خود می پروردم و آن را می رویانیدم .
چون سفر کردم ، مرا راه آزمود / زین سفر کردن ، ره آوردم چه بود ؟,وقتی که از مرتبۀ خاکی سفر آغاز کردم . راه ، مرا مورد امتحان قرار داد . پس حاصل و ارمغانِ این سفرم چه بوده است ؟ [ سیر تکامل تکوینی از خاک به نبات و از نبات به حیوان و از حیوان به انسان برای افراد غافل و اسیر شهوت هیچ حاصلی ندارد . عُمری را به خور و خواب و شهوت طی می کنند و سرانجام به کامِ خاک اندر می شوند بی آنکه به کمال روحی رسیده باشند . ]
ز آن همه میلش سویِ خاک است کو / در سفر سودی نبیند پیشِ رُو,اینکه کافر به سویِ خاک متمایل است . این است که او در ضمن سفر در پیش روی خود سودی مشاهده نمی کند . [ اینکه آدمیان مقیّد به مادیّات ، به ظواهر دنیا دل خوش داشته اند بدین خاطر است که از جهان برین خبر ندارند . ]
روی واپس کردنش ، آن حرص و آز / روی در ره کردنش ، صدق و نیاز,اینکه کافر روی به قهقرا می کند به دلیل اینست که دچار حرص و آزمندی است . یعنی اینکه کافر ، رخ از حق برمی تابد معلولِ حرص و آزِ اوست و اینکه شخصِ مؤمن روی به حق می آورد . معلول صداقت و نیاز معنوی اوست .
هر گیا را کِش بُوَد میلِ عُلا / در مزیدست و حیات و در نَما,برای مثال ، هر گیاهی که میل به سوی عالم بالا داشته باشد . قطعاََ در حال رشد و حیات و نمو است .
چونکه گردانید سر سویِ زمین / در کمی و خشکی و نقص و غبین,ولی همینکه گیاه سر به سوی زمین خم کند . قهراََ در حال کاستی و خوشیدن و نقص و زیان است .
میلِ روحت چون سویِ بالا بُوَد / در تزاید مرجعت آنجا بُوَد,با توجه به مثال بالا اگر روح تو به سوی بالا میل کند . مسلماََ رو به تعالی و کمال نهاده ای و بازگشتگاهِ تو نیز همانجاست . یعنی دوباره به همان مرتبۀ اعلی رجوع خواهی کرد .
ور نگون سازی سَرت سویِ زمین / آفِلی ، حق لا یُحِبُّ الآفِلین,اگر سرت را به سوی زمین خم کنی و متوجه دنیای پستِ مادی شوی . قطعاََ تو نیز جزو افول کنندگان خواهی بود و حق تعالی افول کنندگان را دوست نمی دارد . [ مصراع دوم اشاره است به آیه 76 سورۀ انعام که مولانا به کرّات از این آیه استفاده کرده است . ]
گفت موسی : ای کریمِ کارساز / ای به یک دَم ، ذکرِ تو عُمرِ دراز,موسی (ع) گفت : ای بزرگواری که کارها را سامان می دهی . ای کسی که یک لحظه در ذکرِ تو عُمری دراز است . _ مولانا در این بخش جلیل یکی از مسائل مهم و معروف کلامی و فلسفی را که فکرِ همگان را به خود مشغول داشته طرح کرده است . این مسئله که : راز و حکمت شُرور و ناملایمات در جهان چیست ؟ چرا خداوند آدمی را در بستر مصائب و سختی ها قرار داده است ؟ مولانا این مسئله را در جاهای مختلف مثنوی طرح کرده و از زوایای مختلف بدان پاسخ داده است . اما در اینجا پاسخ او بدین صورت خلاصه می شود : وجود ناملایمات ، روح آدمی را صیقل می دهد و او را در مسیر تکامل به حرکت درمی آورد .
نقشِ کژمژ دیدم اندر آب و گِل / چون ملائک اعتراضی کرد دِل,در آب و گِل نقش های کج و نادرست دیدم . یعنی در جهان خلقت ، ناهماهنگی دیدم و قلبم مانند فرشتگان بدان اعتراض کرد . [ کژمژ دیدن = درهم و برهم و کج و راست دیدن اشیاء ، غلط دیدن ، اشتباه دیدن . ( فرهنگ لغات و تعبیرات مثنوی ، ج 7 ، ص 281 ) / آب و گِل = ممکن است اشاره باشد به وجود انسان که خمیرۀ آغازینش از آب و گِل بوده است . و یا ممکن است اشاره باشد به عالم مادّی و این دنیای محسوس و اعتراض فرشتگان نیز به داستان معروف خلقت انسان و ماجراهای او با فرشتگان اشاره دارد . که در قرآن کریم به کرّات از آن سخن رفته است . از آن جمله در سورۀ بقره ، آیه 30 . ]
که چه مقصودست نقشی ساختن / واندر او تخمِ فَساد انداختن ؟,منظور از این کار چیست که نقشی آفریده شود و سپس تخمِ تباهی و فساد در آن افشانده گردد ؟ یعنی این ساختن و ویران کردن برای چیست ؟ [ انقروی دو بیت ذیل را از زبان حق تعالی می داند . و معتقد است که هر پاسخ در دلِ همان پرسش نهفته است . یعنی مصراع اول ، سؤال و مصراع دوم ، جواب آن است . ( شرح کبیر انقروی ، دفتر دوم ، جزو دوم ، ص 637 ) ]
آتشِ ظلم و ، فساد افروختن / مسجد و ، سجده کُنان را سوختن ؟,از اینکه آتش ستم و تباهی افروخته شود و مسجد و سجده کنندگان در آن سوخته شوند ، منظور چیست ؟ [ ستم و بیداد سبب می شود که پرستشگاهها و پرستشگران حقیقی به آتش ظلم و جفا بسوزند . چنانکه تاریخ بشری آکنده است از این ستم ها و فتنه های هولناک و تعصّبات بنیان کن . ]
مایۀ خونابه و زردابه را / جوش دادن از برایِ لابه را,اینکه خونابه و زردابه در بدن انسان بجوش درآید تا او به لابه و تضرّع افتد برای چیست ؟ [ ممکن است «خونابه» و «زردابه» اشاره به اشک خونین و زرد داشته باشد . ( شرح کفافی ، ج 2 ، ص 187 ) یا ممکن است که منظور از آن خون و صفرا و کلّا اخلاطی باشد که قدما ، قوام و حیات آدمی را بدان می دانستند . انقروی گوید : هر گاه غم و ناراحتی بسیار شدید باشد به حدی که قلب را بفشارد و به جوش آرد . بخار جوشش قلب به سمتِ چشمان بالا می آید . در این حالت خون با اشک چشم درمی آمیزد و به صورت خونابه از دیدگان فرو می چکد . وقتی رنج و اضطراب به نهایت درجه رسد . خون دل با اشک چشم مخلوط می شود و به صورت زردابه درمی آید . ( شرح کبیر انقروی ، دفتر دوم ، جزو دوم ، ص 638 ) . البته این نظر بر مبنای طب قدیم است . اما امروزه با فیزیولوژی انسانی معلو شده که اشک با فعالیت غدد اشکی جاری می گردد . ]
من یقین دانم که عینِ حکمت است / لیک مقصودم عیان و رؤیت است,حضرت موسی (ع) می گوید : خداوندا ، من یقیناََ می دانم که این کارهای تو نه تنها از روی حکمت است بلکه عینِ حکمت است . ولی مقصودم از این پرسش این است که قلبم به مرتبۀ اطمینان و شهود رسد . [ همانطور که حضرت ابراهیم (ع) نیز برای رسیدن به اطمینان قلبی و شهود از حق تعالی چنین درخواستی کرد . ( رجوع کنید به آیه 260 سورۀ بقره ) ]
آن یقین می گویدم : خاموش کن / حرصِ رؤیت گویدم : نه ، جوش کن,آن یقینی که دارم به من می گوید : خموش باش ولی حرص بر مشاهده و شهود حق به من می گوید : نه ، خموش نباش ، بلکه به جوش و خروش درآ . [ مرتبۀ علم الیقین به من حکم می کند که همین مقدار از معرفت علمی و ذهنی کافی است و جلوتر نباید بروی ولی مرتبۀ عین الیقین مرا وامی دارد که به این مرتبه از معرفت قناعت نکنم و پیشتر بروم تا حق را شهود نمایم . ( شرح کبیر انقروی ، دفتر دوم ، جزو دوم ، ص 629 ) ]
مر مَلایک را نمودی سرِ خویش / کین چنین نوشی همی ارزد به نیش,خداوندا ، تو اسرار خود را به فرشتگان بازگفتی و آن را نمایان ساختی . زیرا چنین شهد و نوشی به نیش می ارزد . [ برخی گویند در اینجا جسم آدمی به «نیش» و روح او به «نوش» تشبیه شده است . ( شرح کفافی ، ج 2 ، ص 497 ) باز گفته اند که «نوش» عبارت از علومی بود که به آدم (ع) آموخته شد و مراد از «نیش» جسم خاکی آدم است که مورد طعن فرشتگان بود . اما اگر مصراع دوم را در حق فرشتگان بدانیم . مقصود اینست : اگر چه ملائکه نیشِ عِتاب حضرت حق را خوردند ، ولی نوشِ کشفِ سرّ را نیز چشیدند و این به آن می ارزد . ( شرح کبیر انقروی ، دفتر دوم ، جزو دوم ، ص 630 ) ]
عرضه کردی نورِ آدم را عیان / بر ملایک گشت مشکل ها بیان,پروردگارا ، تو نورِ حضرتِ آدم آشکارا به فرشتگان نشان دادی . یعنی نور معرفت و علمی را که تو به آدم (ع) بخشیدی به فرشتگان نمایاندی . از اینرو مشکلات فرشتگان حل شد . یعنی سرّ برتری و فضیلت انسان و خلقت او را درک کردند و سؤالشان در بارۀ او پاسخ داده شد .
حَشرِ تو گوید که سرِ مرگ چیست / میوه ها گویند سرِ برگ چیست,حشرِ تو ، رازِ مرگ را آشکار می سازد و ماهیّتِ آن را نمایان می کند . چنانکه میوه ها ، رازِ برگ ها را نشان می دهند . [ این بیت را تا بیت 1837 می توان از قول حق تعالی دانست ] مقصود بیت : در موسم زمستان ، درختها بی برگ و بارند و معلوم نمی شود که این درختان چه نوع درختی هستند . اما وقتی که فصل بهار و هنگام رستاخیز طبیعت فرا می رسد . هر درختی قوا و استعدادهای درونی خود را نشان می دهد و در نتیجه ، نوع هر درختی آشکار می گردد . همانطور که در طبیعت ، فصل بهار و رستاخیز است . در انسان نیز حشر و رستاخیز و بهار معنوی وجود دارد و در آن هنگام است که اسرار و نهفته های روحی و درونی هر انسانی آشکار می گردد و صورت فعلیت به خود می گیرد . ( شرح کبیر انقروی ، دفتر دوم ، جزو دوم ، ص 630 ) وجه دیگر مقصود بیت : برای هر کمالی ، نقصانی مقدّم است . اینک اگر می خواهی رازِ مرگ را که پدیده ای است آکنده از نقص ، بدانی باید به رستاخیز و حشر نظر کنی که سراسر کمال است . اگر نقیصۀ مرگ نباشد . کمال رؤیت حق صورت نبندد . ( شرح مثنوی ولی محمد اکبرآبادی ، دفتر دوم ، ص 168 ) ]
سرِ خون و نطفه ، حُسنِ آدمی است / سابقِ هر بیشی ای ، آخِر کمی است,خون و نطفه ، رازِ زیبایی انسان است . یعنی سرانجام انسانی جمیل از خون و نطفه که نفرت انگیز است پدید می آید . زیرا مقدمۀ هر کمال ، نقص است .
لوح را اوّل بشوید بی وقوف / آنگهی بر وی نویسد او حروف,برای مثال ، نویسنده ، لوح را بی درنگ می شوید تا آمادۀ نوشتن شود . ز آن پس روی آن لوح پاک شده ، حروف و کلماتی می نویسد . [ همینطور حضرت حق ، ابتدا قلب انسان را از نقوش و خطوط هوی و هوس می زداید و آنگاه خطوطی از معارف و عشق روی آن می نگارد . این همان است که عرفا بدان تخلیه و تحلیه گویند . تجلیه نیز به مرتبۀ تخلیه مربوط می شود . ]
خون کند دل را و ، اشکِ مُستهان / بر نویسد بر وی اسرار آنگهان,حضرت حق تعالی قلب عاشق و اشکِ بی قدر او را به خون تبدیل می کند و سپس بر لوح قلب او اسراری می نویسد . ( مُستهان = خوار ، ذلیل ، بی قدر ) [ قلب آدمی در آغاز تنها به حیاتِ حیوانی و حسّی زنده است . وقتی این قلب تحتِ تربیت اولیاء قرار گرفت . تجلّی گاه اسرار الهی می شود . ]
وقتِ شُستن ، لوح را باید شناخت / که مر آن را دفتری خواهند ساخت,به هنگام شستن لوح ، انسان باید دقت کند که از این لوح ، دفتری درست خواهند کرد . [ یعنی اطفالِ طریقت که به مکتب خانه سلوک وارد می شوند . باید بدانند که اگر لوح مکتب خانه را می شویند برای بازی و سرگرمی نیست بلکه برای یادگیری و تعلّم است . ( شرح کفافی ، ج 2 ، ص 497 ) . پس تا لوح ضمیر از وساوس پاک نشود جایگاه اسرار نگردد . ]
چون اساسِ خانه یی می افگنند / اولین بنیاد را بر می کنند,مثال دیگر ، وقتی بخواهند خانه ای نو بسازند . خانۀ کهنه را به کلّی ویران می کنند .
گِل برآرند اوّل از قعرِ زمین / تا به آخِر بر کشی ماءِ مَعین,مثال دیگر ، ابتدا از ژرفای زمین گِل و لای را بیرون می کشند و سپس به آب گوارا دست می یازند . [ ماء مَعین = شرح بیت 1206 همین دفتر ]
از حِجامت ، کودکان گِریند زار / که نمی دانند ایشان سرِ کار,مثال دیگر ، کودکان از ترس نیش حجامت ، زار زار می گریند . زیرا حکمت و مصلحت حجامت کردن را نمی دانند . یعنی نمی دانند که حجامت موجب سلامتی آنان می شود .
مرد ، خود زر می دهد حَجّام را / می نوازد نیشِ خون آشام را,در حالی که مرد عاقل به حجامتگر پول نیز می دهد و نیشِ خون ستان حجامت را عزیز و گرانبها می شمرد . [ زیرا بر اثر حجامت ، گوهر سلامتی خود را حفظ می کند . ]
می دَود حمّال ، زی بارِ گران / می رُباید بار را از دیگران,مثال دیگر ، حمّال و باربر ، برای آنکه بار را از چنگ دیگر حمّالان در بیاورد و خودش حمل کند با شتاب به سوی بار سنگین می دود . [ زی = سو ، جانب و طرف ( فرهنگ نفیسی ، ج 3 ، ص 1797 ) ]
جنگِ حمّالان برای بار بین / این چنین است اِجتهاد کاربین,کشمکش و درگیری حمّالان را نگاه کن که چگونه بر سرِ بردن بار با یکدیگر دعوا می کنند . همینطور است تلاش و کوشش انسان آگاه و بصیر . [ عارفان بیدار دل نیز بر سرِ حمل کردن بارِ امانت و عهد الهی و رفتار و کردار نیک بر یکدیگر پیشی می گیرند . زیرا به فرجام نیک آن آگاهند . ]
چون گرانی ها اساسِ راحت است / تلخ ها هم پیشوای نعمت است,زیرا زحمت ها و مشقّت ها ، پایه و اساس هر نوع آسایش و راحتی است . و تلخی ها نیز مقدمۀ شیرینی نعمت هاست . [ در آیه 5 سورۀ انشراح آمده است « پس با هر دشواری ، آسانی است » ]
حُقَتِ الجنّه بِمَکروهاتِنا / حُقَتِ النّیرانُ مِن شَهواتِنا,بهشت با چیزهایی پوشیده شده که ما آن را ناخوشایند می دانیم و نیز دوزخ با شهوات ما پوشیده شده است . [ اشاره بیت به حدیثی است منسوب به پیامبر که اَنس بن مالک روایت کرده است « رسول خدا فرمود : بهشت در چیزهایی ناخوشایند پوشیده شده و دوزخ در شهوات » ( مختصر صحیح مسلم ، ج 2 ، ص 282 ، حدیث 1969 ) این حدیث از قول حضرت علی (ع) نیز روایت شده است . ( نهج البلاغۀ فیض الاسلام ، خطبۀ 175 ) ]
تخم مایۀ آتشت ، شاخِ تَرَست / سوختۀ آتش ، قرینِ کوثَر است,برای مثال ، مایۀ اصلی آتش ، شاخۀ تر و تازه است . آنکه به آتش بسوزد . به حوض کوثر خواهد رسید . [ شاخ تر = کنایه از شهوات و حظوظِ نفسانی است ( شرح ولی محمد اکبرآبادی ، دفتر دوم ، ص 169 و شرح کفافی ، ج 2 ، ص 189 ) یعنی مایۀ اصلی دوزخ ، شهوات نفسانی است / سوختۀ آتش = کنایه از کسی است که به آتش ریاضت و جهاد با نفس می پردازد . یعنی کسی که به ریاضت دست بزند به بهشت می رسد . ]
هر که در زندان ، قرینِ مِحنتی است / آن جزای لقمه یی و شهوتی است,هر کس که گرفتار زندان بلا شود و رنج و عذاب کشد . همۀ آن رنج ها کیفر لقمه ای است که به ناروا خورده و شهوتی است که نابجا رانده است .
هر که در قصری قرینِ دولتی است / آن جزای کارزار و مِحنَتی است,و هر کس که در کاخی به سر می برد و اقبال و بخت یارش شده ، بدان که همۀ این خوشی ها پاداش جهاد با نفس و رنجی است که در این راه متحمل شده است .
هر که را دیدی به زرّ و سیم فرد / دان که اندر کسب کردن صبر کرد,برای مثال ، هر کس را دیدی که از حیث داشتن طلا و نقره بی همتا بود . بدان که او در کار و کسب پایداری و شکیبایی کرده است .
بی سبب بیند چو دیده شد گُذار / تو که در حِسّی سبب را گوش دار,وقتی که چشم بسیار بینا و نافذ باشد . حقیقت را بدون اسباب واسطه مشاهده می کند . ولی تو که در عالم حس مانده ای به اسباب و واسطه ها توجه کن .
آنکه بیرون از طبایع ، جانِ اوست / مَنصَبِ خَرقِ سبب ها آنِ اوست,آن کس که روح و جانش از حیطۀ عناصر مادی خارج است . به مقامی می رسد که محدودۀ اسباب و علل را می شکافد و از آن در می گذرد . یعنی علل و اسباب طبیعی در برابر تصرف روحی او از اثر می افتد . ( طبایع = شرح ابیات 1618 و 1625 همین دفتر ) [ بنابراین آتش او را نمی سوزاند . خاک و مواد ، او را نمی پوساند . زیرا عناصر مادی در همسنخ خود اثر می بخشند . و حال آنکه عارف کامل ، از طبیعت و لوازم آن مجرّد شده است . ( شرح اسرار ، ص 143 ) ]
