,topic,poetry
631,akhlagh,روز وصل دوستداران یاد باد یاد باد آن روزگاران یاد باد
632,akhlagh,کامم از تلخی غم چون زهر گشت بانگ نوش شادخواران یاد باد
633,akhlagh,گر چه یاران فارغند از یاد من از من ایشان را هزاران یاد باد
634,akhlagh,مبتلا گشتم در این بند و بلا کوشش آن حق گزاران یاد باد
635,akhlagh,گر چه صد رود است در چشمم مدام زنده رود باغ کاران یاد باد
636,akhlagh,راز حافظ بعد از این ناگفته ماند ای دریغا رازداران یاد باد
637,akhlagh,ترسم که اشک در غم ما پرده در شود وین راز سر به مهر به عالم سمر شود
638,akhlagh,گویند سنگ لعل شود در مقام صبر آری شود ولیک به خون جگر شود
639,akhlagh,خواهم شدن به میکده گریان و دادخواه کز دست غم خلاص من آن جا مگر شود
640,akhlagh,از هر کرانه تیر دعا کرده‌ام روان باشد کز آن میانه یکی کارگر شود
641,akhlagh,ای جان حدیث ما بر دلدار بازگو لیکن چنان مگو که صبا را خبر شود
642,akhlagh,از کیمیای مهر تو زر گشت روی من آری به یمن لطف شما خاک زر شود
643,akhlagh,در تنگنای حیرتم از نخوت رقیب یا رب مباد آن که گدا معتبر شود
644,akhlagh,بس نکته غیر حسن بباید که تا کسی مقبول طبع مردم صاحب نظر شود
645,akhlagh,این سرکشی که کنگره کاخ وصل راست سرها بر آستانه او خاک در شود
646,akhlagh,حافظ چو نافه سر زلفش به دست توست دم درکش ار نه باد صبا را خبر شود
647,akhlagh,از گریه کسی ندیده خاموش مرا در جان و دل و دید فراموش نه‌ای
648,akhlagh,از بهر خدا مکن فراموش مرا روز بزرگداشت مولوی گرامی باد
649,akhlagh,آن خواجه که بار او همه قند‌تر است از مستی خود ز قند خود بیخبر است
650,akhlagh,گفتم که ازین شکر نصیبم ندهی نی گفت ندانست که آن نیشکر است
651,akhlagh,قومی غمگین و خود مدان غم ز کجاست
652,akhlagh,قومی شادان و بیخبر کان ز چه جاست
653,akhlagh,چندین چپ و راست بیخبر از چپ و راست
654,akhlagh,چنین من و ماست بیخبر از من و ما است
655,akhlagh,گر شرم همی از آن و این باید داشت پس عیب کسان زیر زمین باید داشت
656,akhlagh,ور آینه‌وار نیک و بد بنمایی چون آینه روی آهنین باید داشت
657,akhlagh,بر ما رقم خطا پرستی همه هست بدنامی و عشق و شور و مستی همه هست
658,akhlagh,ای دوست چو از میانه مقصود تویی جای گله نیست چون تو هستی همه هست
659,akhlagh,برخیز و طواف کن بر آن قطب نجات ماننده‌ی حاجیان به کعبه و به عرفات
660,akhlagh,چه چسبیدی تو بر زمین چون گل‌تر آخر حرکات شد کلید برکات
661,akhlagh,روزی به یک درخت جوان گفت کنده‌ای باشد که میز گوشه‌ی می‌خانه‌ای شوی
662,akhlagh,تا از غم زمانه بیابی فراغ بال ای کاشکی نشیمن پیمانه‌ای شوی
663,akhlagh,اما ز سوز سینه دعا می‌کنم تو را چون من مباد آن‌که در خانه‌ای شوی
665,akhlagh,در نومیدی بسی امید است پایان شب سیه سپید است
666,akhlagh,هر کس بد ما به خلق گویید ما چهره از او نمی‌خراشیم ما خوبی او به خلق گوییم تا هر دو دروغ گفته باشیم
667,akhlagh,برگ درختان سبز در نظر هوشیار هر ورقش دفتری ست معرفت کردگار
668,akhlagh,هر که نامخت از گذشت روزگار نیز ناموزد ز هیچ آموزگار
669,akhlagh,جهان سر به سر حکمت و عبرت است چرا بهره ما همه غفلت است
670,akhlagh,جز توکل بر خدا سرمایه‌ای در کار نیست هر که را باشد توکل کار او دشوار نیست
671,akhlagh,دود اگر بالا نشیند کسر شان شعله نیست جای چشم ابرو نگیرد گرچه او بالاتر است
672,akhlagh,نرگس اتش پرستی داشت شبنم میفروخت با همان چشمی که میزد زخم مرهم میفروخت
673,akhlagh,زندگی چو برده داری در بازار عمر داشت یوسف را به مشتی خاک و عالم میفروخت
674,akhlagh,زندگی این تاجر طماع ناخن خشک پیر مرگ را همچون شراب ناب کم کم میفروخت
675,akhlagh,خنده رسوا می‌نماید پسته بی‌مغز را چون نداری مایه از لاف سخن خاموش باش
676,akhlagh,خفتگان را خبر از محنت بیداران نیست تا غمت پیش نیاید غم مردم نخوری
677,akhlagh,نیارزد آینه بودن به آن همه تشویش که هر که جلوه فروشد تو رنگ گردانی
678,akhlagh,چون عاقبت کار جهان نیستی است انگار که نیستی چو هستی خوش باش
679,akhlagh,خوش است عمر دریغا که جاودانی نیست پس اعتماد بر این پنج روز فانی نیست
680,akhlagh,تیغ تیزی‌گر به دستت داد چرخ روزگار هرچه می‌خواهی ببر اما مبر نان کسی
681,akhlagh,از دشمنان برند شکایت به پیش دوست چون دوست دشمن است شکایت کجا بریم
682,akhlagh,عبادت می‌کنی بگذر زعادت نگردد جمع عادت با عبادت
683,akhlagh,طعنه بر ما مزن‌ ای دوست که خود معترفیم دف زنان بر سر بازار به رسوایی خویش 
684,akhlagh,گر بدی گفت حسودی و رفیقی رنجید گو تو خوش باش که ما گوش به احمق نکنیم
685,akhlagh,عاقبت ما در قمار زندگانی باختیم گرچه تکخال جوانی در بساط انداختیم
686,akhlagh,دو نصیحت کنمت بشنو و صد گنج ببر از در عیش درآ و به ره عیب مپوی
687,akhlagh,دگر آنکه بی مایه را برکشد ز مرد هنرمند برتر کشد
688,akhlagh,سه دیگر که با گنج خویشی کند به دینار کوشد که بیشی کند
689,akhlagh,ندانی که ایران نشست منست جهان سر به سر زیر دست منست
690,akhlagh,هنر نزد ایرانیان است و بس ندادند شیر ژیان را بکس
691,akhlagh,همه یکدلانند یزدان شناس به نیکی ندارند از بد هراس
692,akhlagh,دریغ است ایران که ویران شود کنام پلنگان و شیران شود
693,akhlagh,چو ایران نباشد تن من مباد در این بوم و بر زنده یک تن مباد
694,akhlagh,همه روی یکسر بجنگ آوریم جهان بر بداندیش تنگ آوریم
695,akhlagh,توانا بود هر که دانا بود ز دانش دل پیر برنا بود
696,akhlagh,ز دانش اولین به یزدان گرای کجا هست و باشد همیشه به جای
697,akhlagh,به دانش ز یزدان شناسد سپاس خنک مرد دانا و یزدان شناس
698,akhlagh, به دانش فزای و به یزدان گرای که او باد جان ترا رهنمای
699,akhlagh,بپرسیدم از مرد نیکو سخن کسی کو بسال و خرد بد کهن
700,akhlagh,اگر دانشی مرد گوید سخن تو بشنو که دانش نگردد کهن
701,akhlagh,به رنج اندر ار تنت را رواست که خود رنج بردن به دانش سزاست
702,akhlagh,بیاموز و بشنو ز هر دانشی بیابی ز هر دانشی رامشی
703,eshq,هزار بوسه دهد بت‌پرست بر سنگی که ضر و نفع محالست ازو نشان دادن
704,eshq,تو بت ز سنگ نه‌ای بل ز سنگ سخت‌تری که بر دهان تو بوسی نمی‌توان دادن
705,eshq,تا بود بار غمت بر دل بی‌هوش مرا سوز عشقت ننشاند ز جگر جوش مرا
706,eshq,نگذرد یاد گل و سنبلم اندر خاطر تا به خاطر بود آن زلف و بناگوش مرا
707,eshq,شربتی تلختر از سم فراقت باید تا کند لذت وصل تو فراموش مرا
708,eshq,هر شبم با غم هجران تو سر بر بالین روزی ار با تو نشد دست در آغوش مرا
709,eshq,بی دهان تو اگر صد قدح نوش دهند به دهان تو که سم آید از آن نوش مرا
710,eshq,سعدی اندر کف جلاد غمت می‌گوید بنده‌ام بنده به کشتن ده و مفروش مرا
711,eshq,تو را حکایت ما مختصر به گوش آید که حال تشنه نمی‌دانی ای گل سیراب
712,eshq,اگر چراغ بمیرد صبا چه غم دارد و گر بریزد کتان چه غم خورد مهتاب
713,eshq,دعات گفتم و دشنام اگر دهی سهل است که با شکردهنان خوش بود سوال و جواب
714,eshq,چه فتنه بود که حسن تو در جهان انداخت که یک دم از تو نظر بر نمیتوان انداخت
715,eshq,بلای غمزه نامهربان خون خوارت چه خون که در دل یاران مهربان انداخت
716,eshq,پیش ما رسم شکستن نبود عهد وفا را الله الله تو فراموش مکن صحبت ما را
717,eshq,قیمت عشق نداند قدم صدق ندارد سست عهدی که تحمل نکند بار جفا را
718,eshq,گر مخیر بکنندم به قیامت که چه خواهی دوست ما را و همه‌ی نعمت فردوس شما را
719,eshq,گر سرم میرود از عهد تو سر بازنپیچم تا بگویند پس از من که به سر برد وفا را
720,eshq,عشقبازی نه من آخر به جهان آوردم یا گناهیست که اول من مسکین کردم
721,eshq,تو که از صورت حال دل ما بی‌خبری غم دل با تو نگویم که ندانی دردم‌
722,eshq,تو برو مصلحت خویشتن اندیش که من ترک جان دادم از این پیش که دل بسپردم
723,eshq,عهد کردیم که جان در سر کار تو کنیم و گر این عهد به پایان نبرم نامردم
724,eshq,من که روی از همه عالم به وصالت کردم شرط انصاف نباشد که بمانی فردم
725,eshq,راست خواهی تو مرا شیفته می‌گردانی گرد عالم به چنین روز نه من می‌گردم
726,eshq,تا در دل من عشق تو اندوخته شد جز عشق تو هر چه داشتم سوخته شد
727,eshq,با هر که دلم ز عشق تو راز کند اول سخن از هجر تو آغاز کند
728,eshq,از ناز دو چشم خود چنان باز کنی که‌آن دم زده لب به خنده‌ای باز کند
729,eshq,عشق چو کار دل است دیده دل باز کن جان عزیزان نگر مست تماشای عشق
730,eshq,خوشا آن دل که دلدارش تو گردی خوشا جانی که جانانش تو باشی
731,eshq,خواهم که راز عشقت پنهان کنم ز یاران صحرای آب و آتش پنهان چگونه باشد
732,eshq,دلت به وصل گل ای بلبل صبا خوش باد که در چمن همه گلبانگ عاشقانه توست
733,eshq,عشق از سر رفت بیرون و غرور او نرفت ناز مهمان را ز صاحب خانه می‌باید کشید
734,eshq,دل بیمار را در عشق آن بت شفا از نعره‌های عاشقانه است
735,eshq,ما را ز درد عشق تو با کس حدیث نیست هم پیش یار گفته شود ماجرای یار
736,eshq,لیلی‌وش من به حال زارم بنگر مجنون زمانه از برای تو شدم
737,eshq,فاش می‌گویم و از گفته خود دلشادم
738,eshq,بنده عشقم و از هر دو جهان آزادم
739,eshq,یک ساعت عشق صد جهان بیش ارزد صد جان به فدای عاشقی باد ای جان
740,eshq,یک بوسه ز تو خواستم و شش دادی شاگرد که بودی که چنین استادی
741,eshq,حیلت رها کن عاشقا دیوانه شو دیوانه شو و اندر دل آتش درآ پروانه شو پروانه شو
742,eshq,هم خویش را بیگانه کن هم خانه را ویرانه کن و آنگه بیا با عاشقان هم خانه شو هم خانه شو
743,eshq,از آتش عشق در جهان گرمی‌ها وز شیر جفاش در وفا نرمی‌ها
744,eshq,جز عشق نبود هیچ دم ساز مرا نی اول و نی آخهر و آغاز مرا
745,eshq,جان میدهد از درونه آواز مرا کی کاهل راه عشق درباز مرا
746,eshq,اگر عالم همه پرخار باشد دل عاشق همه گلزار باشد
747,eshq,وگر بی‌کار گردد چرخ گردون جهان عاشقان بر کار باشد
748,eshq,همه غمگین شوند و جان عاشق لطیف و خرم و عیار باشد
749,eshq,به عاشق ده تو هر جا شمع مرده‌ست که او را صد هزار انوار باشد
750,eshq,وگر تنهاست عاشق نیست تنها که با معشوق پنهان یار باشد
751,eshq,شراب عاشقان از سینه جوشد حریف عشق در اسرار باشد
752,eshq,به صد وعده نباشد عشق خرسند که مکر دلبران بسیار باشد
753,eshq,وگر بیمار بینی عاشقی را نه شاهد بر سر بیمار باشد
754,eshq,سوار عشق شو وز ره میندیش که اسب عشق بس رهوار باشد
755,eshq,به یک حمله تو را منزل رساند اگر چه راه ناهموار باشد
756,eshq,علف خواری نداند جان عاشق که جان عاشقان خمار باشد
757,eshq,من عاشقی از کمال تو آموزم بیت و غزل از جمال تو آموزم
758,eshq,در پرده دل خیال تو رقص کند من رقص خوش از خیال تو آموزم
759,eshq,معشوقه چو آفتاب تابان گردد عاشق به مثال ذره گردان گردد
760,eshq,چون باد بهار عشق جنبان گردد هر شاخ که خشک نیست رقصان گردد
761,eshq,ز اول که حدیث عاشقی بشنودم جان و دل و دیده در رهش فرسودم
762,eshq,گفتم که مگر عاشق و معشوق دواند خود هر دو یکی بود من احول بودم
763,eshq,درویشی و عاشقی به هم سلطانیست گنجست غم عشق ولی پنهانیست
764,eshq,بی همگان بسر شود بی تو بسر نمی‌شود داغ تو دارد این دلم جای دگر نمی‌شود
765,eshq,دیده عقل مست تو چرخه چرخ پست تو گوش طرب به دست تو بی تو بسر نمی‌شود
766,eshq,اندر سر ما همت کاری دگر است معشوقه خوب ما نگاری دگر است
767,eshq,والله که به عشق نیز قانع نشویم ما را پس از این خزان بهاری دگر است
768,eshq,آنکه به دل اسیرمش در دل و جان پذیرمش
769,eshq,گر چه گذشت عمر من باز ز سر بگیرمش
770,eshq,ای عاشق پنهانی آن یار قرینت باد ای طالب بالایی بالات مبارک باد
771,eshq,ای جان پسندیده جوییده و کوشیده پرهات بروییده پرهات مبارک باد
772,eshq,دلبر و یار من تویی رونق کار من تویی باغ و بهار من تویی بهر تو بود بود من
773,eshq,خواب شبم ربوده‌ای مونس من تو بوده‌ای درد توام نموده‌ای غیر تو نیست سود من
774,eshq,جان من و جهان من زهره آسمان من آتش تو نشان من در دل همچو عود من
775,eshq,جسم نبود و جان بدم با تو بر آسمان بدم هیچ نبود در میان گفت من و شنود من
776,eshq,گر بیدل و بی‌دستم وز عشق تو پابستم بس بند که بشکستم آهسته که سرمستم
777,eshq,یار مرا غار مرا عشق جگرخوار مرا یار تویی غار تویی خواجه نگهدار مرا
778,eshq,ای در دل من میل و تمنا همه تو وندر سر من مایه سودا همه تو
779,eshq,هرچند به روزگار در می‌نگرم امروز همه تویی و فردا همه تو
780,eshq,اندر دل بی وفا غم و ماتم باد آن را که وفا نیست ز عالم کم باد
781,eshq,دیدی که مرا هیچ کسی یاد نکرد جز غم که هزار آفرین بر غم باد
782,eshq,از آتش عشق در جهان گرمیها وز شیر جفاش در وفا نرمیها
783,eshq,زانماه که خورشید از او شرمنده‌ست بی شرم بود مرد چه بی شرمیها
784,eshq,دلتنگم و دیدار تو درمان من است بی رنگ رخت زمانه زندان من است
785,eshq,بر هیچ دلی مباد و بر هیچ تنی آنچ از غم هجران تو بر جان من است
786,eshq,گر شاخه‌ها دارد‌تری ور سرو دارد سروری
787,eshq,ور گل کند صد دلبری ای جان تو چیزی دیگری
788,eshq,جان من و جهان من روی سپید تو شده‌ست عاقبتم چنین شود مرگ من و بقای تو
789,eshq,از تو برآید از دلم هر نفس و تنفسم من نروم ز کوی تو تا که شوم فنای تو
790,eshq,عشقت صنما چه دلبری‌ها کردی در کشتن بنده ساحری‌ها کردی
791,eshq,بخشی همه عشقت به سمرقند دلم آگاه نه ایی چه کافری‌ها کردی
792,eshq,عشق اول می‌کند دیوانه‌ات تا ز ما و من کند بیگانه‌ات
793,eshq,عشق چون در سینه‌ات ماوا کند عقل را سرگشته و رسوا کند
794,eshq,می‌شوی فارغ ز هر بود و نبود نیستی در بند اظهار وجود
795,eshq,زنده دل‌ها می‌شوند از عشق مست مرده دل کی عشق را آرد به دست
796,eshq,عشق را با نیستی سودا بود تا تو هستی عشق کی پیدا بود
797,eshq,بنمای رخ که باغ و گلستانم آرزوست بگشای لب که قند فراوانم آرزوست
798,eshq,ای آفتاب حسن برون آ دمی ز ابر کان چهره مشعشع تابانم آرزوست
799,eshq,بشنیدم از هوای تو آواز طبل باز باز آمدم که ساعد سلطانم آرزوست
800,eshq,گفتی ز ناز بیش مرنجان مرا برو آن گفتنت که بیش مرنجانم آرزوست
801,eshq,من هم رباب عشقم و عشقم ربابی‌ست وان لطف‌های زخمه رحمانم آرزوست
802,eshq,حیلت رها کن عاشقا دیوانه شو دیوانه شو
803,eshq,و اندر دل آتش درآ پروانه شو پروانه شو
804,eshq,هم خویش را بیگانه کن هم خانه را ویرانه کن
805,eshq,و آنگه بیا با عاشقان هم خانه شو هم خانه شو
806,eshq,رو سینه را چون سینه‌ها هفت آب شو از کینه‌ها
807,eshq,و آنگه شراب عشق را پیمانه شو پیمانه شو
808,eshq,باید که جمله جان شوی تا لایق جانان شوی
809,eshq,گر سوی مستان می‌روی مستانه شو مستانه شو
810,eshq,آن گوشوار شاهدان هم صحبت عارض شده
811,eshq,آن گوش و عارض بایدت دردانه شو دردانه شو
812,eshq,چون جان تو شد در هوا ز افسانه شیرین ما
813,eshq,فانی شو و چون عاشقان افسانه شو افسانه شو
814,eshq,تو لیله القبری برو تا لیله القدری شوی
815,eshq,چون قدر مر ارواح را کاشانه شو کاشانه شو
816,eshq,زهی عشق زهی عشق که ما راست خدایا چه نغزست و چه خوبست و چه زیباست خدایا
817,eshq,چه گرمیم چه گرمیم از این عشق چو خورشید چه پنهان و چه پنهان و چه پیداست خدایا
818,eshq,من غلام قمرم غیر قمر هیچ مگو پیش من جز سخن شمع و شکر هیچ مگو
819,eshq,سخن رنج مگو جز سخن گنج مگو ور ازین بی خبری رنج مبر هیچ مگو
820,eshq,دوش دیوانه شدم عشق مرا دید و بگفت آمدم نعره مزن جامه مدر هیچ مگو
821,eshq,گفتم ای عشق من از چیز دگر می‌ترسم گفت آن چیز دگر نیست دگر هیچ مگو
822,eshq,من به گوش تو سخن‌های نهان خواهم گفت سر بجنبان که بلی جز که به سر هیچ مگو
823,eshq,قمری جان صفتی در ره دل پیدا شد در ره دل چه لطیف است سفر هیچ مگو
824,eshq,گفتم ای دل چه مه ست این دل اشارت می‌کرد که نه اندازه توست این بگذر هیچ مگو
825,eshq,گفتم این روی فرشته ست عجب یا بشر است گفت این غیر فرشته ست و بشر هیچ مگو
826,eshq,گفتم این چیست بگو زیر و زبر خواهم شد گفت می‌باش چنین زیر و زبر هیچ مگو
827,eshq,ای نشسته تو درین خانه پر نقش و خیال خیز ازین خانه برو رخت ببر هیچ مگو
828,eshq,گفتم ای دل پدری کن نه که این وصف خداست گفت این هست ولی جان پدر هیچ مگو
829,eshq,ای در دل من میل و تمنا همه‌ی تو وندر سر من مایه سودا همه‌ی تو
830,eshq,هر چند به روزگار در می‌‌نگرم امروز همه‌ی تویی و فردا همه‌ی تو
831,eshq,بیچاره‌تر از عاشق بیصبر کجاست کاین عشق گرفتاری بی‌هیچ دواست
832,eshq,درمان غم عشق نه صبر و نه ریاست در عشق حقیقی نه وفا و نه جفاست
833,eshq,در نگنجد عشق در گفت و شنید عشق دریاییست قعرش ناپدید
834,eshq,اندر دل بی وفا غم و ماتم باد ان راکه وفا نیست ز عالم کم باد
836,eshq,ای دوست قبولم کن و جانم بستان مستم کن و از هردو جهانم بستان
837,eshq,با هرچه دلم قرار گیرد بیتو آتش به من اندر زن و آنم بستان
840,eshq,بی عشق نشاط و طرب افزون نشود بی عشق وجود خوب و موزون نشود
841,eshq,صد قطره ز ابر اگر به دریا بارد بی جنبش عشق در مکنون نشود
843,eshq,خوبی و کرم را چو نکو بنیادی ای دنیا را ز تو هزار آزادی
844,eshq,بی همگان به سر شود بی ‌تو به سر نمی‌شود
845,eshq,داغ تو دارد این دلم جای دگر نمیشود
846,eshq,دیده عقل مست تو چرخه چرخ پست تو
847,eshq,گوش طرب به دست تو بی ‌تو به سر نمی‌شود
848,eshq,جان ز تو جوش میکند دل ز تو نوش میکند
849,eshq,عقل خروش میکند بی‌تو به سر نمیشود
850,eshq,نیست از عاشق کسی دیوانه‌تر عقل از سودای او کورست و کر
851,eshq,خواهم که به عشق تو ز جان برخیزم وز بهر تو از هردو جهان برخیزم
852,eshq,خورشید تو خواهم که بیاران برسد چون ابر ز پیش تو از ان برخیزم
853,eshq,خنک ان دم که نشینیم در ایوان من و تو به دو نقش و به دو صورت به یکی جان من و تو
854,eshq,ای زندگی تن و توانم همه‌ی تو جانی و دلی ای دل و جانم همه‌ی تو
855,eshq,تو هستی من شدی از آنی همه‌ی من من نیست شدم در تو از آنم همه‌ی تو
856,eshq,چه نزدیک است جان تو به جانم که هر چیزی که اندیشی بدانم
857,eshq,از این نزدیکتر دارم نشانی بیا نزدیک و بنگر در نشانم
858,eshq,به درویشی بیا اندر میانه مکن شوخی مگو کاندر میانم
859,eshq,میان خانه‌ات هم چون ستونم ز بامت سرفرو چون ناودانم
860,eshq,منم همراز تو در حشر ودر نشر نه چون یاران دنیا میزبانم
861,eshq,میان بزم تو گردان چو خمرم گه رزم تو سابق چون سنانم
862,eshq,اگر چون برق مردن پیشه سازم چو برق خوبی تو بی‌زبانم
863,eshq,همیشه سرخوشم فرقی نباشد اگر من جان دهم یا جان ستانم
864,eshq,به تو‌گر جان دهم باشد تجارت که بدهی به هر جانی صد جهانم
865,eshq,دراین خانه هزاران مرده بیش اند تو بنشسته که اینک خان و مانم
866,eshq,یکی کف خاک گوید زلف بودم یکی کف خاک گوید استخوانم
867,eshq,شوی حیران و ناگه عشق آید که پیشم آ که زنده جاودانم
868,eshq,بکش در بر بر سیمین ما را که از خویشت همین دم وارهانم
869,eshq,خمش کن خسروا هم گو ز شیرین ز شیرینی همی‌سوزد دهانم
870,eshq,سیر نمیشوم ز تو ای مه جان فزای من
871,eshq,جور مکن جفا مکن نیست جفا سزای من
872,eshq,بی ‌عشق نشاط و طرب افزون نشود بی ‌عشق وجود خوب و موزون نشود
873,eshq,صد قطره ز ابر اگر به دریا بارد بی ‌جنبش عشق در مکنون نشود
874,eshq,گفتم صنما مگر که جانان منی اکنون که همی نظر کنم جان منی
875,eshq,مرتد گردم‌گر ز تو من برگردی ای جان جهان تو کفر و ایمان منی
877,eshq,صد قطره ز ابر اگر به دریا بارد بی‌جنبش عشق در مکنون نشود
878,eshq,گفتم که ماه من شو گفتا اگر برآید گفتم ز مهرورزان رسم وفا بیاموز
879,eshq,گفتا ز خوبرویان این کار کمتر آید گفتم که بر خیالت راه نظر ببندم
880,eshq,گفتا که شب رو است او از راه دیگر آید گفتم که بوی زلفت گمراه عالمم کرد
881,eshq,گفتا اگر بدانی هم اوت رهبر آید گفتم خوشا هوایی کز باد صبح خیزد
882,eshq,گفتا خنک نسیمی کز کوی دلبر آید گفتم که نوش لعلت ما را به آرزو کشت
883,eshq,گفتا تو بندگی کن کو بنده پرور آید گفتم دل رحیمت کی عزم صلح دارد
884,eshq,گفتا مگوی با کس تا وقت آن درآید گفتم زمان عشرت دیدی که چون سر آمد
885,eshq,گفتا خموش حافظ کاین غصه هم سر آید حافظ در این خاک در این خاک در این مزرعه پاک
886,eshq,به جز عشق به جز عشق دگر هیچ نکاریم دلتنگم و دیدار تو درمان من است
887,eshq,بی رنگ رخت زمانه زندان من است بر هیچ دلی مباد و بر هیچ تنی
888,eshq,آنچ از غم هجران تو بر جان من است تا از تو جدا شده ست آغوش مرا
890,eshq,از بهر خدا مکن فراموش مرا گویند که عشق عاقبت تسکین است
891,eshq,اول شور است و عاقبت تمکین است جانست ز آسیاش سنگ زیرین
892,eshq,این صورت بی‌قرار بالایین است هر ذره که در هوا و در هامونست
893,eshq,نیکو نگرش که همچو ما مجنونست هر ذره اگر خوش است اگر محزونست
894,eshq,سرگشته خورشید خوش بیچونست بی‌عشق نشاط و طرب افزون نشود
895,eshq,بی‌عشق وجود خوب و موزون نشود صد قطره ز ابر اگر به دریا بارد
896,eshq,بی‌جنبش عشق در مکنون نشود عشقت به دلم درآمد و شاد برفت
897,eshq,بازآمد و رخت خویش بنهاد برفت گفتم به تکلف دو سه روز بنشین
898,eshq,بنشست و کنون رفتنش از یاد برفت از حال ندیده تیره ایامان را
899,eshq,از دور ندیده دوزخ آشامان را دعوی چکنی عشق دلارامان را
900,eshq,با عشق چکار است نکونامان را از آتش عشق در جهان گرمیها
901,eshq,وز شیر جفاش در وفا نرمیها زانماه که خورشید از او شرمنده‌ست
902,eshq,بی‌شرم بود مرد چه بی‌شرمیها باز آی دلبرا که دلم بی قرار توست
903,eshq,وین جان بر لب آمده در انتظار توست در دست این خمار غمم هیچ چاره نیست
904,eshq,جز باده‌ای که در قدح غمگسار توست ساقی به دست باش که این مست می‌پرست
905,eshq,چون خم ز پا نشست و هنوزش خمار توست هر سوی موج فتنه گرفته ست و زین میان
906,eshq,آسایشی که هست مرا در کنار توست سیری مباد سوخته‌ی تشنه کام را
907,eshq,تا جرعه نوش چشمه‌ی شیرین گوار توست بی چاره دل که غارت عشقش به باد داد
908,eshq,ای دیده خون ببار که این فتنه کار توست هرگز ز دل امید گل آوردنم نرفت
909,eshq,این شاخ خشک زنده به بوی بهار توست ای سایه صبر کن که برآید به کام دل
910,eshq,آن آرزو که در دل امیدوار توست دلی که در دو جهان جز تو هیچ یارش نیست
911,eshq,گرش تو یار نباشی جهان به کارش نیست چنان ز لذت دریا پر است کشتی ما
912,eshq,که بیم ورطه و اندیشه کنارش نیست کسی به‌سان صدف واکند دهان نیاز
913,eshq,که نازنین گوهری چون تو در کنارش نیست خیال دوست گل‌افشان اشک من دیده‌ست
914,eshq,هزار شکر که این دیده شرمسارش نیست نه من ز حلقه دیوانگان عشقم و بس
915,eshq,کدام سلسله دیدی که بی‌قرارش نیست سوار من که ازل تا ابد گذرگه اوست
916,eshq,سری نماند که بر خاک رهگذارش نیست ز تشنه‌کامی خود آب می‌خورد دل من
917,eshq,کویر سوخته‌جان منت بهارش نیست عروس طبع من ای سایه هر چه دل ببرد
918,eshq,هنوز دلبری شعر شهریارش نیست نشود فاش کسی آنچه میان من و توست
919,eshq,تا اشارات نظر نامه رسان من توست گوش کن با لب خاموش سخن می‌گویم
920,eshq,پاسخم گو به نگاهی که زبان من و توست روزگاری شد و کس مرد ره عشق ندید
921,eshq,حالیا چشم جهانی نگران من و توست گرچه در خلوت راز دل ما کس نرسید
922,eshq,همه جا زمزمه عشق نهان من و توست گو بهار دل و جان باش و خزان باش ارنه
923,eshq,ای بسا باغ و بهاران که خزان من و توست این همه قصه فردوس و تمنای بهشت
924,eshq,گفت و گویی و خیالی ز جهان من و توست نقش ما گو ننگارند به دیباچه عقل
925,eshq,هرکجا نامه عشق است نشان من و توست سایه زآتشکده ماست فروغ مه و مهر
926,eshq,وه از این آتش روشن که به جان من و توست ای عشق همه بهانه از توست
927,eshq,من خامشم این ترانه از توست آن بانگ بلند صبحگاهی
928,eshq,وین زمزمه شبانه از توست من انده خویش را ندانم
929,eshq,این گریه بی بهانه از توست ای آتش جان پاکبازان
930,eshq,در خرمن من زبانه از توست افسون شده تو را زبان نیست
931,eshq,ور هست همه فسانه از توست کشتی مرا چه بیم دریا
932,eshq,طوفان ز تو و کرانه از توست گر باده دهی و گرنه غم نیست
933,eshq,مست از تو شرابخانه از توست می‌را چه اثر به پیش چشمت
934,eshq,کاین مستی شادمانه از توست پیش تو چه توسنی کند عقل
935,eshq,رام است که تازیانه از توست من می‌گذرم خموش و گمنام
936,eshq,آوازه جاودانه از توست چون سایه مرا ز خاک برگیر
937,eshq,کاینجا سر و آستانه از توست آمده‌ام که سر نهم عشق تو را به سر برم
938,eshq,ور تو بگوییم که نی نی شکنم شکر برم آمده‌ام چو عقل و جان از همه دیده‌ها نهان
939,eshq,تا سوی جان و دیدگان مشعله نظر برم آمده‌ام که ره زنم بر سر گنج شه زنم
940,eshq,آمده‌ام که زر برم زر نبرم خبر برم گر شکند دل مرا جان بدهم به دل شکن
941,eshq,گر ز سرم کله برد من ز میان کمر برم اوست نشسته در نظر من به کجا نظر کنم
942,eshq,اوست گرفته شهر دل من به کجا سفر برم آنک ز زخم تیر او کوه شکاف می‌کند
943,eshq,پیش گشادتیر او وای اگر سپر برم گفتم آفتاب را‌گر ببری تو تاب خود
944,eshq,تاب تو را چو تب کند گفت بلی اگر برم آنک ز تاب روی او نور صفا به دل کشد
945,eshq,و آنک ز جوی حسن او آب سوی جگر برم در هوس خیال او همچو خیال گشته‌ام
946,eshq,وز سر رشک نام او نام رخ قمر برم این غزلم جواب آن باده که داشت پیش من
947,eshq,گفت بخور نمی‌خوری پیش کسی دگر برم از دلبر ما نشان که دارد
948,eshq,در خانه مهی نهان که دارد بی‌دیده جمال او که بیند
949,eshq,بیرون ز جهان جهان که دارد آن تیر که جان شکار آنست
950,eshq,بنمای که آن کمان که دارد در هر طرفی یکی نگاریست
